POSTCODE;SIZE;NUMBER_OF_ROOMS;PRICE;COORDINATES;ZBEZ
1220;78;3;990;48.2152329,16.4840611;2223
1190;79;3;990;48.2422901,16.3353149;1908
1220;80;3;990;48.21318,16.52985;2228
1190;80;3;990;48.25235261,16.34338966;1905
1190;80;3;990;48.25235261,16.34338966;1905
1230;82;4;990;48.14408006,16.29151928;2307
1030;82;3;990;48.19435755,16.40384174;0306
1030;82;2;990;48.19147946,16.38671703;0304
1190;83;2;990;48.23395967,16.35365709;1904
1120;83;3;990;48.17051112,16.3251162;1208
1200;84;3;990;48.23971618,16.38169274;2007
1220;85;3;990;48.246621,16.4722919;2207
1220;85;3;990;48.246621,16.4722919;2207
1210;85;2;990;48.26568,16.38943;2118
1130;86;3;990;48.17535568,16.28261912;1306
1210;86;2;990;48.24656,16.4061;2127
1100;87;3;990;48.17318035,16.36830858;1005
1100;87;3;990;48.17621,16.36451;1006
1220;90;3;990;48.25654513,16.53300524;2203
1030;90;3;990;48.1958348,16.3984411;0306
1030;91;3;990;48.1958348,16.3984411;0306
1120;94;3;990;48.1717869,16.3209877;1207
1180;94;3;990;48.22344,16.33665;1803
1100;95;4;990;48.17551,16.37069;1005
1070;97;3;990;48.1998,16.35413;0601
1210;101;4;990;48.25878671,16.40290906;2107
1140;103;4;990;48.20181215,16.27567276;1408
1210;60;3;989.99;48.2633116,16.4412349;2106
1210;61;3;989.99;48.2949342,16.4117757;2113
1220;62;2;989.99;48.249615,16.4536762;2208
1220;67;3;989.99;48.249615,16.4536762;2208
1220;64;2;989.95;48.23983,16.4316772;2212
1090;58;2;989.92;48.2153679,16.3430617;0903
1230;52;2;989.74;48.14408006,16.29151928;2307
1170;73;3;989.57;48.22419,16.32938;1701
1030;48;2;989.55;48.1958348,16.3984411;0306
1210;58;2;989.51;48.2719546,16.3904443;2115
1210;78;3;989.34;48.2761897,16.4086676;2110
1130;73;2;989.25;48.18938284,16.29525158;1303
1210;56;2;989.11;48.2556522,16.3977317;2122
1210;56;2;989.11;48.2556522,16.3977317;2122
1120;76;2;989.02;48.18420267,16.3229598;1206
1120;76;2;989.02;48.18420267,16.3229598;1206
1060;43;2;989;48.19496801,16.35075399;0602
1060;43;2;989;48.19496801,16.35075399;0602
1060;43;2;989;48.19496801,16.35075399;0602
1200;49;2;989;48.2409546,16.3843564;2002
1200;51;2;989;48.2409546,16.3843564;2002
1200;52;2;989;48.2409546,16.3843564;2002
1200;52;2;989;48.2409546,16.3843564;2002
1110;53;3;989;48.17172,16.41424;1103
1100;61;2;989;48.16859,16.34335;1012
1210;63;3;989;48.296254,16.4370236;2101
1210;63;3;989;48.28307285,16.41212802;2111
1210;63;3;989;48.2963063,16.4327891;2103
1210;63;3;989;48.2963063,16.4327891;2103
1210;70;3;988.99;48.26379,16.41943;2107
1190;63;2;988.9;48.2349472,16.35406;1904
1100;52;1;988.82;48.16633541,16.34541706;1012
1020;56;2;988.72;48.22652649,16.3918699;0201
1220;59;2;988.68;48.22615567,16.46374927;2218
1190;72;1;988.56;48.25660252,16.34382225;1906
1150;91;3;988.5;48.1879999,16.3335888;1504
1220;66;2;988.49;48.2399457,16.4605909;2220
1220;71;3;988.32;48.2155748,16.5030226;2227
1220;71;3;988.32;48.2155748,16.5030226;2227
1200;53;2;988.29;48.2397831,16.3766238;2007
1210;52;2;988.25;48.2556522,16.3977317;2122
1210;52;2;988.25;48.2556522,16.3977317;2122
1200;53;2;988.24;48.2397831,16.3766238;2007
1020;86;3;988.2;48.20286149,16.40473994;0206
1060;48;2;988;48.19496801,16.35075399;0602
1100;102;4;988;48.16945,16.38773;1023
1190;76;3;987.94;48.24669,16.36146;1902
1020;52;2;987.93;48.21881954,16.37931464;0204
1220;68;3;987.93;48.250343,16.447703;2208
1120;49;2;987.76;48.18711,16.3386227;1201
1040;57;2;987.65;48.1899778,16.37835419;0402
1210;54;2;987.53;48.2556522,16.3977317;2122
1210;54;2;987.53;48.2556522,16.3977317;2122
1210;53;2;987.26;48.2556522,16.3977317;2122
1210;53;2;987.26;48.2556522,16.3977317;2122
1170;67;2;987.17;48.2293,16.29863;1705
1030;76;3;987;48.201,16.405001;0310
1100;66;2;986.46;48.17993928,16.36438574;1006
1120;57;2;986.43;48.18131045,16.33384219;1204
1120;57;2;986.43;48.1812075,16.3334235;1204
1120;57;2;986.43;48.1812075,16.3334235;1204
1030;77;2;985.93;48.19639214,16.40019587;0306
1090;94;2;985.82;48.21808569,16.34327925;0903
1100;70;3;985.68;48.17383443,16.37143101;1005
1140;59;2;985.61;48.19636,16.28997;1406
1120;81;4;985.54;48.17892062,16.34387291;1202
1120;83;3;985.53;48.17834214,16.32740201;1205
1020;74;2;985.51;48.21412,16.38417;0205
1130;57;2;985.37;48.16884407,16.2857101;1308
1030;57;2;985.23;48.18769361,16.41785248;0307
1210;47;2;985.15;48.29803091,16.41545454;2102
1210;60;2;985.06;48.28307285,16.41212802;2111
1100;58;2;985;48.17759,16.38664;1001
1160;61;2;985;48.2112,16.33583;1601
1030;62;2;985;48.1948,16.39399;0305
1200;64;3;985;48.2404368,16.37453644;2007
1100;73;2;985;48.168625,16.343929;1012
1100;44;2;984.96;48.18332,16.3813;1001
1100;61;2;984.92;48.17087152,16.37219972;1005
1020;72;2;984.5;48.2091041,16.415049;0206
1230;78;3;984.25;48.13077064,16.28523098;2306
1190;45;2;984.24;48.2495777,16.29238305;1805
1050;66;2;984.04;48.18549,16.3655;0502
1020;55;2;983.78;48.22806873,16.39446375;0201
1020;55;2;983.78;48.22806873,16.39446375;0201
1020;55;2;983.78;48.22806873,16.39446375;0201
1030;73;2;983.61;48.20901,16.39526;0301
1220;72;3;983.33;48.2155748,16.5030226;2227
1220;72;3;983.32;48.2154156,16.5019023;2227
1210;56;2;983.11;48.2556522,16.3977317;2122
1210;56;2;983.11;48.2556522,16.3977317;2122
1100;67;3;983.11;48.17699,16.35691;1008
1060;80;3;983.02;48.19522,16.34621;0603
1180;46;2;983;48.2201956,16.33936137;1803
1200;69;2;982.63;48.2362977,16.38168832;2008
1180;70;2;982.37;48.22770617,16.33828767;1802
1210;52;2;982.27;48.2598244,16.4019106;2121
1190;56;0;982.17;48.24366409,16.34167239;1908
1190;90;2;982.09;48.2566972,16.366433;1902
1140;55;3;982.03;48.20181215,16.27567276;1408
1190;52;2;981.92;48.27323,16.33441;1901
1220;75;3;981.42;48.2159077,16.5005602;2227
1130;77;2;981.24;48.18335,16.26177;1304
1170;66;2;981.21;48.2142936,16.3272483;1702
1100;56;2;981.09;48.16909841,16.39148773;1002
1230;70;3;981;48.14146,16.29024;2307
1230;70;2;981;48.14066758,16.29228961;2307
1230;70;3;981;48.14146,16.29024;2307
1090;59;2;980.94;48.2168453,16.3627984;0905
1090;59;2;980.94;48.21727959,16.36460048;0905
1090;59;2;980.94;48.2168453,16.3627984;0905
1160;75;3;980.41;48.20446,16.33157;1602
1180;83;3;980.33;48.2296325,16.3337095;1802
1020;63;2;980.32;48.20303344,16.40341659;0206
1220;43;2;980;48.24818,16.44068;2213
1220;43;1;980;48.22547912597656,16.505189895629883;2205
1230;50;2;980;48.13633,16.2766;2311
1230;50;2;980;48.13633,16.2766;2311
1230;50;2;980;48.13633,16.2766;2311
1180;51;2;980;48.224521,16.339702;1803
1180;51;2;980;48.224521,16.339702;1803
1210;52;2;980;48.26058,16.4002;2121
1130;52;2;980;48.17535568,16.28261912;1306
1150;55;2;980;48.1877986,16.336809;1504
1100;55;2;980;48.17191,16.36819;1005
1020;55;2;980;48.21878,16.40219;0207
1020;57;2;980;48.22615057,16.39123818;0201
1220;58;2;980;48.235721588134766,16.488529205322266;2206
1140;59;2;980;48.20151,16.3136;1401
1230;60;2;980;48.14473,16.32048;2304
1140;60;0;980;48.2083,16.23338;1411
1050;60;3;980;48.18603528,16.36228136;0501
1030;60;2;980;48.18533,16.4143;0307
1100;61;2;980;48.1852881,16.3804251;1001
1110;63;2;980;48.1747833,16.4017769;1104
1210;65;2;980;48.27626,16.39642;2112
1030;67;2;980;48.1982,16.38162;0303
1030;67;2;980;48.1982,16.38162;0303
1100;68;3;980;48.16613,16.39308;1015
1050;70;3;980;48.18517,16.36333;0502
1230;71;3;980;48.13649249,16.31562953;2305
1190;74;2;980;48.2422536,16.35329167;1904
1130;74;3;980;48.19039,16.28042;1303
1140;75;3;980;48.2210429,16.2277052;1412
1140;75;3;980;48.1976868,16.29484186;1404
1030;77;2;980;48.19639214,16.40019587;0306
1090;77;2;980;48.2162415,16.3478422;0903
1050;78;3;980;48.18645317,16.36547919;0502
1190;79;3;980;48.24461,16.35867;1902
1170;79;3;980;48.21571791,16.32345023;1703
1120;80;3;980;48.17516561,16.32747933;1205
1220;80;2;980;48.22617,16.42024;2211
1160;82;3;980;48.21512798,16.30371452;1606
1200;82;3;980;48.23809,16.36739;2006
1140;84;3;980;48.19614,16.2806399;1406
1120;90;3;980;48.17198,16.32911;1208
1170;90;3;980;48.21874,16.32373;1703
1210;100;4;980;48.27311,16.44976;2105
1030;108;3;980;48.1941134,16.3953555;0305
1090;128;3;980;48.22478,16.35171;0904
1210;55;2;979.99;48.2949342,16.4117757;2113
1210;59;3;979.99;48.2949342,16.4117757;2113
1210;59;3;979.99;48.2949342,16.4117757;2113
1210;59;3;979.99;48.2949342,16.4117757;2113
1210;60;3;979.99;48.2949342,16.4117757;2113
1210;60;3;979.99;48.2949342,16.4117757;2113
1220;62;2;979.99;48.249615,16.4536762;2208
1220;62;2;979.99;48.249615,16.4536762;2208
1150;65;2;979.99;48.1879999,16.3335888;1504
1040;60;2;979.9;48.19795635,16.36712782;0401
1120;102;4;979.85;48.17198,16.32911;1208
1020;53;2;979.83;48.2178118,16.4016281;0206
1220;71;3;979.66;48.2164304,16.4989515;2205
1030;53;2;979.45;48.2008955,16.4056745;0310
1150;50;2;979.16;48.1914395,16.3281165;1503
1200;49;2;979;48.2409546,16.3843564;2002
1200;49;2;979;48.2409546,16.3843564;2002
1030;49;2;979;48.1852442,16.4157587;1101
1200;50;2;979;48.2404368,16.37453644;2007
1200;51;2;979;48.2409546,16.3843564;2002
1130;51;2;979;48.17535568,16.28261912;1306
1200;51;2;979;48.2404368,16.37453644;2007
1130;51;2;979;48.17535568,16.28261912;1306
1200;52;2;979;48.2409546,16.3843564;2002
1200;52;2;979;48.2409546,16.3843564;2002
1200;52;2;979;48.2409546,16.3843564;2002
1200;52;2;979;48.2409546,16.3843564;2002
1030;52;2;979;48.1987391,16.39785428;0306
1030;52;2;979;48.1958348,16.3984411;0306
1030;52;2;979;48.19619715,16.39938136;0306
1030;52;2;979;48.19519459,16.3966493;0305
1200;53;2;979;48.2404368,16.37453644;2007
1200;53;2;979;48.2404368,16.37453644;2007
1110;54;2;979;48.16272,16.45247;1109
1220;57;2;979;48.21390714,16.48755772;2224
1230;63;3;979;48.13033,16.31784;2305
1230;63;3;979;48.13033,16.31784;2305
1200;64;3;979;48.2404368,16.37453644;2007
1220;67;2;979;48.22597,16.46456;2221
1190;81;4;979;48.24463104,16.33622406;1908
1080;47;1;978.79;48.21512055,16.34627173;0801
1010;62;2;978.62;48.20870225,16.37541516;0101
1100;53;2;978.6;48.156464,16.391068;1016
1120;80;3;978.58;48.1846267,16.3423798;1202
1170;84;2;978.58;48.22116988,16.31926682;1703
1190;77;2;978.49;48.24261509,16.3408838;1908
1220;71;3;978.31;48.2155748,16.5030226;2227
1220;72;3;978.31;48.2155748,16.5030226;2227
1090;77;3;978.19;48.2261143,16.3562559;0901
1090;77;3;978.19;48.22572799,16.35749535;0901
1180;57;2;977.9;48.22344,16.33665;1803
1130;88;3;977.9;48.1725654,16.2932701;1307
1160;65;3;977.64;48.20729576,16.32697434;1603
1100;53;2;977.57;48.156464,16.391068;1016
1020;64;2;977.33;48.22078,16.38534;0202
1140;66;3;977.2;48.2006731,16.3041174;1401
1040;46;2;977.05;48.1904564,16.3664583;0403
1040;47;2;977.05;48.1904564,16.3664583;0403
1020;48;2;977.04;48.21813589,16.37521147;0203
1120;42;2;977;48.18025,16.32522;1206
1070;97;2;977;48.20233,16.346;0704
1020;49;2;976.75;48.2257,16.3886;0202
1140;89;3;976.36;48.209,16.22399;1412
1220;68;2;976.28;48.21496,16.48795;2223
1180;70;3;975.95;48.22500017,16.33820446;1803
1230;57;2;975.94;48.1412454,16.3213653;2302
1210;80;3;975.7;48.2737,16.43899;2105
1120;82;3;975.57;48.16985011,16.31103752;1211
1150;89;3;975.51;48.19641215,16.31851034;1506
1050;66;2;975.14;48.1848065,16.3664367;0502
1200;53;2;975.04;48.2397831,16.3766238;2007
1100;82;3;975.01;48.17269694,16.35426939;1008
1100;82;3;975.01;48.17269694,16.35426939;1008
1120;52;2;975;48.17507,16.33317;1204
1200;53;2;975;48.2397831,16.3766238;2007
1210;54;2;975;48.2557,16.398;2122
1200;54;2;975;48.2397831,16.3766238;2007
1110;55;3;975;48.16272,16.45247;1109
1210;57;3;975;48.2633116,16.4412349;2106
1180;61;2;975;48.24384192,16.29973861;1805
1150;62;2;975;48.194383,16.323514;1506
1110;63;2;975;48.1747833,16.4017769;1104
1120;68;2;975;48.17976,16.32257;1206
1190;70;2;975;48.24425,16.3473;1904
1220;70;3;975;48.22906,16.41964;2211
1030;71;2;975;48.20326,16.38529;0302
1070;80;3;975;48.20329,16.35134;0701
1200;48;2;974.99;48.2397831,16.3766238;2007
1200;48;2;974.99;48.2397831,16.3766238;2007
1200;48;2;974.99;48.2397831,16.3766238;2007
1200;48;2;974.99;48.2397831,16.3766238;2007
1200;51;2;974.99;48.2397831,16.3766238;2007
1210;52;2;974.99;48.2557,16.398;2122
1210;53;2;974.99;48.2557,16.398;2122
1200;51;2;974.98;48.2397831,16.3766238;2007
1220;57;2;974.95;48.2309472,16.4609935;2231
1220;57;2;974.93;48.2309472,16.4609935;2231
1170;83;3;974.91;48.22137723,16.32950542;1701
1170;83;3;974.91;48.22032033,16.33456876;1701
1040;65;2;974.75;48.18954,16.37202;0404
1220;71;3;974.66;48.2164304,16.4989515;2205
1170;88;3;974.6;48.21682859,16.33275517;1702
1200;51;2;974.55;48.23277,16.38814;2002
1220;76;3;974.43;48.2152329,16.4840611;2223
1020;48;2;974.37;48.2229,16.3938;0201
1100;67;2;974.26;48.1801061,16.3632237;1006
1100;67;2;974.26;48.1801061,16.3632237;1006
1100;67;2;974.26;48.1819002,16.36484047;1006
1180;50;2;974.1;48.2174931,16.3411589;1803
1160;50;3;974;48.2206953,16.3163306;1605
1060;60;2;974;48.1944991,16.3502336;0602
1180;50;2;973.89;48.2174931,16.3411589;1803
1180;97;3;973.89;48.23180089,16.34974418;1802
1030;53;2;973.84;48.1958348,16.3984411;0306
1100;68;3;973.69;48.1747804,16.3747636;1004
1100;68;3;973.69;48.17158335,16.37175157;1005
1100;68;3;973.69;48.1747804,16.3747636;1004
1100;68;3;973.69;48.17158335,16.37175157;1005
1220;65;2;973.56;48.2273413,16.5034209;2205
1220;68;0;973.56;48.2351828,16.4810643;2206
1230;86;3;973.52;48.14084,16.28521;2307
1030;55;2;973.44;48.200056,16.405725;0310
1110;78;3;973.37;48.1855321,16.4197547;1101
1220;71;3;973.32;48.2155748,16.5030226;2227
1220;71;3;973.32;48.2159062,16.5018738;2205
1220;76;3;973;48.2152329,16.4840611;2223
1210;59;2;972.81;48.25898052,16.39823557;2122
1070;60;2;972.77;48.20322954,16.34679923;0704
1210;46;2;972.55;48.2585973,16.4001472;2122
1090;80;3;972.5;48.22405,16.3663;0902
1190;74;2;972.48;48.23664898,16.34664006;1909
1030;53;2;971.99;48.200141,16.405429;0310
1150;65;2;971.96;48.1879999,16.3335888;1504
1230;74;3;971.74;48.1328854,16.2829647;2311
1190;57;3;971.49;48.2499405,16.3261549;1907
1110;70;2;971.47;48.16935,16.41249;1103
1110;70;2;971.47;48.16935,16.41249;1103
1120;84;3;971.37;48.17198,16.32911;1208
1120;84;3;971.37;48.17198,16.32911;1208
1120;84;3;971.37;48.17198,16.32911;1208
1060;66;2;971.31;48.19949601,16.35922538;0601
1230;57;2;971.19;48.1412454,16.3213653;2302
1140;52;2;971.08;48.203133,16.2947329;1405
1220;41;2;970.64;48.23372,16.41011;2232
1160;100;4;970.01;48.2151781,16.3033805;1606
1100;44;2;970;48.1876,16.3794;1001
1220;46;2;970;48.25083,16.42982;2210
1030;48;2;970;48.2008955,16.4056745;0310
1130;50;2;970;48.18716,16.26636;1304
1190;53;2;970;48.23881189,16.34591134;1909
1100;54;2;970;48.165434,16.3510482;1021
1210;57;3;970;48.2632037,16.4374826;2106
1210;57;3;970;48.2633116,16.4412349;2106
1230;57;2;970;48.14408006,16.29151928;2307
1230;57;2;970;48.14408006,16.29151928;2307
1220;58;3;970;48.2214,16.4765;2221
1220;62;3;970;48.25186984,16.4541845;2208
1040;62;2;970;48.1918841,16.3710632;0402
1110;62;3;970;48.15959,16.50056;1112
1040;70;3;970;48.18736,16.37075;0404
1140;73;2;970;48.19515,16.29004;1406
1220;80;3;970;48.22560485,16.42426247;2211
1210;85;2;970;48.29935,16.42201;2102
1170;86;5;970;48.22188,16.332;1701
1220;60;2;969.99;48.249615,16.4536762;2208
1210;60;3;969.99;48.2949342,16.4117757;2113
1220;61;3;969.99;48.249615,16.4536762;2208
1220;61;3;969.99;48.249615,16.4536762;2208
1210;70;4;969.81;48.26218,16.42415;2107
1110;57;2;969.75;48.16704426,16.42502769;1113
1110;57;2;969.75;48.16704426,16.42502769;1113
1220;54;2;969.65;48.2152329,16.4840611;2223
1080;45;2;969.45;48.2151701,16.3464298;0801
1220;78;3;969.39;48.25258054,16.4580012;2208
1220;78;3;969.39;48.25258054,16.4580012;2208
1020;80;3;969.33;48.2211,16.37327;0203
1110;56;2;969.26;48.1747833,16.4017769;1104
1110;56;2;969.25;48.16704426,16.42502769;1113
1110;56;2;969.1;48.16704426,16.42502769;1113
1110;56;2;969.1;48.1747833,16.4017769;1104
1110;56;2;969.1;48.16704426,16.42502769;1113
1200;49;2;969;48.2409546,16.3843564;2002
1200;51;2;969;48.2409546,16.3843564;2002
1200;52;2;969;48.2409546,16.3843564;2002
1200;52;2;969;48.2409546,16.3843564;2002
1110;55;3;969;48.16272,16.45247;1109
1200;61;3;969;48.2486675,16.3774908;2001
1200;64;3;969;48.2404368,16.37453644;2007
1220;76;2;969;48.2152329,16.4840611;2223
1210;77;3;969;48.26262,16.42346;2107
1180;82;3;969;48.22344,16.33665;1803
1210;56;2;968.99;48.2557,16.398;2122
1110;65;2;968.98;48.18143,16.42296;1101
1030;50;2;968.81;48.2008955,16.4056745;0310
1190;70;2;968.7;48.23664898,16.34664006;1909
1200;46;2;968.64;48.2397831,16.3766238;2007
1030;61;2;968.64;48.18967479,16.39869118;0305
1140;55;3;968.57;48.20023528,16.31433886;1401
1020;50;2;968.56;48.209013,16.425693;0208
1190;53;2;968.46;48.2499405,16.3261549;1907
1190;53;2;968.46;48.2499405,16.3261549;1907
1220;71;3;968.32;48.2159062,16.5018738;2205
1220;71;3;968.32;48.2155748,16.5030226;2227
1100;73;0;968.11;48.17955128,16.3742894;1004
1190;62;2;968;48.24282,16.35214;1904
1210;66;2;967.84;48.254546,16.39312213;2122
1190;92;3;967.7;48.23586157,16.35287868;1904
1020;55;2;967.65;48.22806873,16.39446375;0201
1020;55;2;967.65;48.22806873,16.39446375;0201
1030;53;2;967.54;48.1930923,16.3920025;0305
1030;60;2;967.54;48.19136068,16.39862043;0305
1060;80;3;967.16;48.19522,16.34621;0603
1220;70;3;966.92;48.217311,16.4319608;2211
1040;82;3;966.9;48.193793,16.367166;0403
1100;49;2;966.5;48.156464,16.391068;1016
1110;69;3;966;48.16075,16.46715;1111
1030;73;2;966;48.20841969,16.39109429;0301
1170;87;2;965.78;48.22510709,16.3177476;1703
1070;60;2;965.65;48.20079607,16.35342949;0702
1220;53;2;965.6;48.2152329,16.4840611;2223
1020;72;3;965.29;48.217971,16.3783139;0203
1160;40;2;965.26;48.2191258,16.3145041;1605
1150;63;2;965.25;48.199001,16.3262005;1501
1180;75;3;965.13;48.22500017,16.33820446;1803
1140;72;3;965.04;48.2210429,16.2277052;1412
1100;46;2;965.02;48.14216,16.38571;1019
1170;73;3;965;48.21774,16.3242;1703
1160;54;2;964.98;48.21442434,16.31271776;1604
1030;65;2;964.96;48.1908992,16.3933127;0311
1120;59;2;964.95;48.1676887,16.3250451;1210
1050;74;3;964.95;48.18732743,16.35595993;0503
1110;70;3;964.7;48.1748,16.4149;1103
1120;52;2;964.47;48.18711,16.3386227;1201
1020;77;2;964.46;48.21301589,16.38958364;0301
1060;79;3;964;48.19468,16.35044;0602
1200;53;2;963.86;48.2397831,16.3766238;2007
1220;63;3;963.86;48.23155,16.4582;2231
1080;59;2;963.84;48.20992,16.34679;0802
1200;53;2;963.8;48.2397831,16.3766238;2007
1160;64;3;963.68;48.21442434,16.31271776;1604
1200;52;2;963.59;48.2397831,16.3766238;2007
1030;56;2;963.58;48.19508845,16.39301129;0305
1200;52;2;963.57;48.2397831,16.3766238;2007
1220;71;3;963.32;48.2351828,16.4810643;2206
1210;57;2;963.23;48.2556522,16.3977317;2122
1210;57;2;963.23;48.2556522,16.3977317;2122
1200;51;2;963.21;48.2397831,16.3766238;2007
1200;51;2;963.18;48.2397831,16.3766238;2007
1200;69;2;962.79;48.24662584,16.37175106;2004
1200;69;2;962.78;48.2486675,16.3774908;2001
1210;54;2;962.55;48.2556522,16.3977317;2122
1210;54;2;962.55;48.2556522,16.3977317;2122
1210;52;2;962.27;48.2556522,16.3977317;2122
1210;52;2;962.27;48.2556522,16.3977317;2122
1060;67;2;962.27;48.19148,16.3406;0603
1230;81;3;962.09;48.14408006,16.29151928;2307
1210;51;2;962.01;48.2556522,16.3977317;2122
1210;51;2;962.01;48.2556522,16.3977317;2122
1200;51;2;961.72;48.2397831,16.3766238;2007
1200;80;3;961.67;48.2486675,16.3774908;2001
1200;50;2;961.66;48.2397831,16.3766238;2007
1210;54;2;961.54;48.2556522,16.3977317;2122
1210;54;2;961.54;48.2556522,16.3977317;2122
1210;54;2;961.54;48.2556522,16.3977317;2122
1210;54;2;961.54;48.2556522,16.3977317;2122
1210;53;2;961.28;48.2556522,16.3977317;2122
1210;53;2;961.28;48.2556522,16.3977317;2122
1210;53;2;961.28;48.2556522,16.3977317;2122
1210;53;2;961.28;48.2556522,16.3977317;2122
1020;49;2;961.22;48.2257,16.3886;0202
1200;48;2;961.14;48.2397831,16.3766238;2007
1210;65;2;961.14;48.28307285,16.41212802;2111
1210;65;2;961.14;48.26864636,16.39536523;2119
1200;48;2;961.12;48.2397831,16.3766238;2007
1200;48;2;961.08;48.2397831,16.3766238;2007
1200;48;2;961.07;48.2397831,16.3766238;2007
1100;60;2;960.84;48.18288835,16.37611501;1022
1210;75;3;960.72;48.28307285,16.41212802;2111
1120;62;3;960.64;48.1587,16.29809;1211
1220;65;2;960.53;48.2273413,16.5034209;2205
1220;68;2;960.53;48.2351828,16.4810643;2206
1190;74;3;960.28;48.2418725,16.327143;1910
1100;100;5;960.2;48.17087152,16.37219972;1005
1230;46;2;960;48.14408006,16.29151928;2307
1220;54;2;960;48.2152329,16.4840611;2223
1030;55;2;960;48.1958348,16.3984411;0306
1070;55;2;960;48.20691,16.34066;0705
